application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
2893,Female,FALSE,3.38,Business,Asian,670,6,Health Care,NA
2894,Male,FALSE,3.25,STEM,White,580,6,Consulting,NA
2895,Male,FALSE,3.15,Business,Asian,670,5,Financial Services,NA
2896,Male,FALSE,3.22,Humanities,Hispanic,740,5,Other,NA
2897,Female,FALSE,3.31,Business,Asian,600,4,Health Care,NA
2898,Male,FALSE,3.26,Humanities,White,640,4,Financial Services,NA
2899,Male,TRUE,3.41,Humanities,NA,750,4,Other,Admit
2900,Male,FALSE,3.27,STEM,White,660,5,Consulting,NA
2901,Female,TRUE,3.32,Humanities,NA,600,7,Other,NA
2902,Male,FALSE,3.34,Humanities,White,670,6,PE/VC,NA
2903,Male,FALSE,3.13,STEM,Hispanic,620,5,Technology,NA
2904,Male,FALSE,3.07,Humanities,White,590,4,Investment Banking,NA
2905,Female,FALSE,3.24,STEM,Black,640,6,Investment Banking,NA
2906,Male,FALSE,3.1,Business,Other,610,6,Technology,NA
2907,Female,FALSE,3.3,Business,Asian,710,6,Investment Banking,Admit
2908,Male,TRUE,3.4,Business,NA,680,6,Consulting,NA
2909,Female,TRUE,3.36,Business,NA,660,7,Technology,NA
2910,Male,TRUE,3.32,Business,NA,660,5,Nonprofit/Gov,NA
2911,Male,FALSE,3.13,Humanities,White,620,3,Media/Entertainment,NA
2912,Female,FALSE,3.37,STEM,Hispanic,700,5,Consulting,NA
2913,Male,FALSE,3.28,Humanities,White,610,4,Health Care,NA
2914,Male,TRUE,3.36,STEM,NA,730,5,Consulting,Admit
2915,Male,FALSE,3.2,Humanities,White,580,4,Real Estate,NA
2916,Male,FALSE,3.41,STEM,Hispanic,670,3,PE/VC,NA
2917,Male,FALSE,3.33,Humanities,Black,690,5,Consulting,NA
2918,Female,FALSE,3.25,Business,White,680,7,Real Estate,NA
2919,Female,TRUE,3.24,STEM,NA,610,4,Nonprofit/Gov,NA
2920,Male,FALSE,3.27,Business,White,670,4,Financial Services,NA
2921,Female,FALSE,3.36,Humanities,Hispanic,690,5,PE/VC,NA
2922,Male,TRUE,3.32,Business,NA,650,5,Technology,NA
2923,Male,FALSE,3.28,Business,Asian,640,3,Consulting,NA
2924,Female,FALSE,3.31,Business,Hispanic,690,3,Nonprofit/Gov,NA
2925,Male,FALSE,3.2,Humanities,White,660,5,Technology,NA
2926,Female,TRUE,3.45,Humanities,NA,760,6,Media/Entertainment,NA
2927,Male,FALSE,3.38,Humanities,Asian,700,5,Investment Banking,NA
2928,Female,TRUE,3.28,Business,NA,600,5,Technology,NA
2929,Female,FALSE,3.08,Business,Asian,570,5,PE/VC,NA
2930,Female,FALSE,3.22,Business,White,670,6,Health Care,NA
2931,Male,TRUE,3.29,STEM,NA,570,6,Consulting,NA
2932,Male,FALSE,3.59,STEM,Asian,730,4,Investment Banking,NA
2933,Female,FALSE,3.41,Humanities,Asian,690,7,Other,NA
2934,Male,FALSE,3.45,Humanities,Hispanic,640,6,Consulting,NA
2935,Male,FALSE,2.93,Humanities,White,590,7,Consulting,NA
2936,Male,FALSE,2.97,Humanities,Black,570,5,PE/VC,NA
2937,Male,FALSE,3.35,Business,White,710,3,Technology,NA
2938,Female,TRUE,3.23,Humanities,NA,640,6,PE/VC,NA
2939,Male,FALSE,3.24,STEM,Other,690,5,Technology,NA
2940,Male,FALSE,3.05,Humanities,Hispanic,660,7,Financial Services,NA
2941,Male,FALSE,3.37,STEM,White,610,6,Investment Banking,NA
2942,Male,FALSE,3.62,Humanities,Hispanic,650,6,Investment Management,NA
2943,Female,FALSE,3.17,Humanities,Other,590,6,Consulting,NA
2944,Female,FALSE,3.11,Humanities,Asian,720,7,CPG,NA
2945,Male,TRUE,3.59,STEM,NA,670,5,Consulting,NA
2946,Male,TRUE,3.01,Humanities,NA,570,5,Consulting,NA
2947,Male,TRUE,3.19,STEM,NA,710,5,Nonprofit/Gov,NA
2948,Male,TRUE,3.24,Humanities,NA,640,4,Other,NA
2949,Male,FALSE,3.23,STEM,Asian,650,5,Technology,NA
2950,Male,FALSE,3.21,Business,Black,740,6,Financial Services,NA
2951,Male,FALSE,3.12,Business,Hispanic,570,5,Investment Banking,NA
2952,Male,FALSE,3.49,Humanities,White,730,5,PE/VC,NA
2953,Female,TRUE,3.32,Humanities,NA,720,5,PE/VC,NA
2954,Female,FALSE,2.94,Business,White,620,5,Technology,NA
2955,Female,TRUE,3.29,Humanities,NA,640,5,Financial Services,NA
2956,Male,FALSE,3.35,STEM,Black,700,3,Other,NA
2957,Female,TRUE,3.4,Business,NA,650,7,PE/VC,NA
2958,Male,FALSE,3.06,STEM,Asian,610,7,PE/VC,NA
2959,Male,FALSE,3.22,Humanities,Hispanic,610,6,Investment Banking,NA
2960,Male,TRUE,3.08,STEM,NA,600,5,Consulting,NA
2961,Male,FALSE,3.28,Humanities,White,720,3,Consulting,Admit
2962,Male,FALSE,3.17,Humanities,Asian,630,5,Technology,NA
2963,Female,TRUE,3.06,Humanities,NA,600,4,Consulting,NA
2964,Female,FALSE,3.28,Humanities,Black,650,6,PE/VC,NA
2965,Female,FALSE,3.16,Humanities,Black,630,5,Consulting,NA
2966,Male,FALSE,3.2,Humanities,White,600,4,Financial Services,NA
2967,Male,FALSE,3.18,STEM,Other,660,7,Consulting,NA
2968,Male,FALSE,3.08,Humanities,White,570,4,Investment Banking,NA
2969,Male,FALSE,3.31,Humanities,White,660,4,Nonprofit/Gov,NA
2970,Female,FALSE,3.21,Business,Hispanic,650,7,Consulting,NA
2971,Female,FALSE,3.22,Humanities,Other,570,6,Financial Services,NA
2972,Female,TRUE,3.45,Business,NA,720,4,Consulting,NA
2973,Male,TRUE,3.2,STEM,NA,700,6,Consulting,NA
2974,Male,FALSE,3.49,Humanities,Asian,680,6,Investment Banking,Admit
2975,Male,FALSE,3.26,STEM,White,650,7,PE/VC,NA
2976,Male,FALSE,3.21,STEM,White,680,5,Technology,NA
2977,Male,TRUE,2.91,STEM,NA,590,5,Financial Services,NA
2978,Female,FALSE,3.35,Humanities,White,660,5,PE/VC,NA
2979,Male,TRUE,3.03,STEM,NA,630,6,Consulting,NA
2980,Male,FALSE,3.15,STEM,Asian,650,4,Investment Management,NA
2981,Male,FALSE,3.3,STEM,White,720,6,CPG,Admit
2982,Female,TRUE,3.35,Humanities,NA,700,5,Other,NA
2983,Female,FALSE,3.23,Business,Asian,670,5,Financial Services,Admit
2984,Male,FALSE,3.35,STEM,White,610,6,Health Care,NA
2985,Male,FALSE,3.25,Business,Black,650,6,Consulting,NA
2986,Male,TRUE,3.11,STEM,NA,620,5,Consulting,NA
2987,Male,TRUE,3.3,STEM,NA,600,3,PE/VC,NA
2988,Female,FALSE,3.4,Business,Other,720,4,Financial Services,Admit
2989,Male,FALSE,3.31,Humanities,Black,670,5,Other,NA
2990,Male,TRUE,3.22,Business,NA,650,5,Technology,NA
2991,Male,TRUE,3.18,STEM,NA,680,6,Other,NA
2992,Female,TRUE,3.22,Business,NA,590,5,Consulting,NA
2993,Female,FALSE,3.32,Business,Black,690,6,PE/VC,NA
2994,Female,FALSE,3.06,Humanities,Hispanic,570,6,Technology,NA
2995,Female,TRUE,3.47,Humanities,NA,710,4,Nonprofit/Gov,NA
2996,Female,FALSE,3.1,Humanities,Asian,670,7,Investment Banking,NA
2997,Female,FALSE,3.18,STEM,Hispanic,700,5,Investment Banking,NA
2998,Female,FALSE,3.16,STEM,Black,630,6,PE/VC,NA
2999,Female,FALSE,3.21,STEM,Hispanic,630,5,Other,NA
3000,Male,FALSE,3.55,Business,Asian,760,6,Consulting,Admit
3001,Male,TRUE,3.5,Business,NA,710,4,Technology,Admit
3002,Female,FALSE,3.29,Humanities,Asian,710,5,PE/VC,NA
3003,Male,FALSE,3.1,Business,Asian,650,6,Real Estate,NA
3004,Male,FALSE,3.19,Humanities,Black,660,5,Consulting,NA
3005,Female,FALSE,3.35,Business,Asian,630,4,Technology,NA
3006,Female,FALSE,3.06,STEM,White,630,5,Nonprofit/Gov,NA
3007,Male,FALSE,3.3,Business,Hispanic,670,5,Technology,NA
3008,Male,FALSE,3.39,Humanities,Asian,720,4,Technology,NA
3009,Male,TRUE,3.23,STEM,NA,650,4,Nonprofit/Gov,NA
3010,Female,FALSE,3.1,Humanities,Hispanic,660,5,Consulting,NA
3011,Male,FALSE,3.04,STEM,White,600,3,Consulting,NA
3012,Female,FALSE,3.12,Humanities,Asian,670,5,Consulting,NA
3013,Female,FALSE,3.18,Humanities,White,670,6,Consulting,NA
3014,Male,TRUE,3.15,STEM,NA,590,5,Investment Management,NA
3015,Female,FALSE,3.37,STEM,White,710,4,PE/VC,Admit
3016,Male,FALSE,3.13,Humanities,Asian,630,5,Investment Management,NA
3017,Male,FALSE,3.6,Humanities,Black,680,4,Consulting,NA
3018,Female,FALSE,2.91,Humanities,Asian,620,5,Consulting,NA
3019,Male,FALSE,3.27,Business,Black,640,5,Investment Banking,NA
3020,Male,FALSE,3.31,Business,Asian,720,6,Nonprofit/Gov,Admit
3021,Male,FALSE,3.34,STEM,White,710,5,PE/VC,Admit
3022,Male,TRUE,3.12,Humanities,NA,640,6,Financial Services,NA
3023,Male,TRUE,3.44,STEM,NA,670,6,Other,NA
3024,Male,TRUE,3.24,STEM,NA,630,6,Nonprofit/Gov,NA
3025,Female,FALSE,3.42,Humanities,Hispanic,730,6,Nonprofit/Gov,Admit
3026,Male,FALSE,3.34,STEM,Hispanic,660,5,Health Care,NA
3027,Male,FALSE,3.17,STEM,Black,620,6,Investment Banking,NA
3028,Female,FALSE,3.32,Business,Asian,620,5,Nonprofit/Gov,NA
3029,Female,FALSE,3.43,STEM,Asian,680,5,Investment Management,NA
3030,Male,TRUE,3.22,Humanities,NA,680,5,Health Care,Admit
3031,Male,TRUE,3.38,Humanities,NA,740,5,Technology,NA
3032,Male,FALSE,3.35,STEM,White,780,5,PE/VC,NA
3033,Male,FALSE,3.2,Business,Asian,680,5,Consulting,NA
3034,Male,FALSE,3.27,Humanities,White,720,4,Nonprofit/Gov,Admit
3035,Male,FALSE,3.32,STEM,White,670,4,Nonprofit/Gov,NA
3036,Female,FALSE,3.23,Business,Hispanic,710,7,Investment Banking,Admit
3037,Male,TRUE,3.23,Humanities,NA,680,6,Consulting,Admit
3038,Male,FALSE,3.19,Humanities,Hispanic,620,5,Consulting,NA
3039,Male,FALSE,3.07,Humanities,Asian,570,4,Consulting,NA
3040,Female,TRUE,3.16,STEM,NA,700,6,Technology,NA
3041,Male,FALSE,3.16,STEM,Asian,640,4,PE/VC,NA
3042,Female,TRUE,3.11,Humanities,NA,610,3,Nonprofit/Gov,NA
3043,Female,TRUE,3.13,Humanities,NA,700,5,Technology,NA
3044,Male,TRUE,3.52,Business,NA,730,6,Technology,Admit
3045,Male,TRUE,3.37,Humanities,NA,630,6,Consulting,NA
3046,Male,FALSE,3.46,STEM,Black,680,4,Consulting,NA
3047,Male,FALSE,3.21,STEM,Black,620,7,Consulting,NA
3048,Female,FALSE,3.21,Humanities,Asian,690,3,PE/VC,Admit
3049,Male,FALSE,3.24,Humanities,White,570,4,Nonprofit/Gov,NA
3050,Male,FALSE,3.25,Business,Asian,670,4,Technology,Admit
3051,Female,FALSE,3.3,Humanities,White,690,6,Other,NA
3052,Female,FALSE,3.35,Business,Other,660,5,Consulting,NA
3053,Male,FALSE,3.21,Business,White,630,4,Consulting,NA
3054,Male,FALSE,3.35,Humanities,White,690,4,Investment Management,NA
3055,Female,FALSE,3.11,Humanities,Hispanic,640,5,Health Care,NA
3056,Male,TRUE,3.19,Business,NA,650,5,Other,NA
3057,Male,TRUE,3.38,STEM,NA,690,5,Consulting,NA
3058,Male,FALSE,3.32,Humanities,Asian,780,4,Technology,NA
3059,Male,FALSE,3.1,Business,Black,640,6,Nonprofit/Gov,NA
3060,Male,FALSE,3.28,STEM,White,620,5,Nonprofit/Gov,NA
3061,Male,FALSE,3.31,STEM,White,700,7,Nonprofit/Gov,NA
3062,Male,TRUE,3.08,STEM,NA,600,4,Media/Entertainment,NA
3063,Male,TRUE,3.04,Business,NA,600,6,PE/VC,NA
3064,Female,FALSE,3.64,Business,Asian,760,5,Technology,Admit
3065,Female,FALSE,3.16,Business,Hispanic,660,4,Financial Services,NA
3066,Male,FALSE,3.32,Humanities,White,650,4,Financial Services,NA
3067,Female,FALSE,3.29,Humanities,Other,680,6,Investment Banking,Admit
3068,Female,FALSE,3.5,Humanities,Asian,750,3,Retail,Admit
3069,Female,FALSE,3.48,Business,White,580,5,Investment Management,NA
3070,Female,FALSE,3.66,Business,White,760,5,Consulting,NA
3071,Male,FALSE,3.38,Humanities,White,670,6,Consulting,Admit
3072,Male,TRUE,3.26,STEM,NA,650,4,Technology,NA
3073,Female,FALSE,3.35,STEM,Black,720,5,Consulting,Admit
3074,Male,TRUE,3.09,STEM,NA,630,7,CPG,NA
3075,Female,TRUE,3.23,Humanities,NA,630,6,Health Care,NA
3076,Male,FALSE,3.36,Humanities,White,640,5,Consulting,NA
3077,Male,FALSE,3.09,Humanities,Asian,680,5,PE/VC,NA
3078,Female,FALSE,3.21,STEM,Black,700,4,Technology,NA
3079,Female,FALSE,3.2,STEM,Asian,630,6,Consulting,NA
3080,Male,FALSE,3.26,STEM,Asian,590,3,Consulting,NA
3081,Male,TRUE,3.27,STEM,NA,710,5,Other,NA
3082,Female,TRUE,3.2,STEM,NA,650,6,Investment Banking,NA
3083,Female,TRUE,3.27,Business,NA,700,6,Investment Banking,Admit
3084,Female,TRUE,3.12,Humanities,NA,640,4,Investment Management,NA
3085,Male,TRUE,2.95,STEM,NA,580,6,Other,NA
3086,Male,FALSE,3.22,Business,White,680,5,PE/VC,Admit
3087,Female,FALSE,3.14,Business,Hispanic,710,4,Consulting,NA
3088,Male,FALSE,3.26,Humanities,White,710,6,Technology,NA
3089,Female,FALSE,3.47,STEM,Asian,670,6,PE/VC,NA
3090,Female,FALSE,3.27,STEM,Asian,610,4,Investment Management,NA
3091,Male,FALSE,3.35,Business,White,720,6,Investment Banking,Admit
3092,Male,TRUE,3.35,Humanities,NA,700,5,Investment Banking,NA
3093,Male,FALSE,2.9,Humanities,White,600,5,Health Care,NA
3094,Male,FALSE,3.12,STEM,Black,710,7,Consulting,NA
3095,Female,FALSE,3.32,Business,White,690,6,Investment Banking,NA
3096,Male,FALSE,3.27,Humanities,White,660,6,PE/VC,NA
3097,Male,TRUE,3.55,Business,NA,680,4,Financial Services,Admit
3098,Male,FALSE,3.4,Humanities,White,650,6,Nonprofit/Gov,NA
3099,Male,FALSE,3.23,Humanities,White,690,5,PE/VC,NA
3100,Male,FALSE,3.08,Humanities,Asian,590,4,Consulting,NA
3101,Male,FALSE,3.29,STEM,White,590,5,Technology,NA
3102,Male,FALSE,3.16,Business,White,620,5,PE/VC,NA
3103,Female,FALSE,3.43,STEM,White,650,5,Real Estate,NA
3104,Female,FALSE,3.16,Business,Asian,590,6,Nonprofit/Gov,NA
3105,Male,FALSE,3.53,Business,Black,620,4,CPG,NA
3106,Male,FALSE,3.54,Business,White,760,5,Financial Services,Admit
3107,Female,FALSE,3.11,Humanities,Asian,590,7,Consulting,NA
3108,Male,TRUE,3.25,STEM,NA,650,5,Health Care,NA
3109,Male,FALSE,3.07,Humanities,Hispanic,640,5,Consulting,NA
3110,Male,FALSE,3.52,STEM,Hispanic,670,5,Technology,NA
3111,Male,TRUE,3.31,Business,NA,640,4,Consulting,NA
3112,Male,FALSE,3.22,STEM,Hispanic,710,4,Technology,NA
3113,Female,FALSE,3.42,Humanities,White,690,5,Consulting,NA
3114,Female,FALSE,3.06,Business,Black,580,5,CPG,NA
3115,Female,FALSE,3.09,Business,Hispanic,570,5,Consulting,NA
3116,Male,FALSE,3.48,STEM,Asian,670,2,Health Care,NA
3117,Female,TRUE,3.05,Business,NA,590,6,Technology,NA
3118,Male,FALSE,3.05,Humanities,White,650,4,Consulting,NA
3119,Male,FALSE,3.21,Business,Black,620,4,Consulting,NA
3120,Male,TRUE,3.19,Humanities,NA,620,4,Consulting,NA
3121,Male,FALSE,3.15,STEM,Asian,570,5,Technology,NA
3122,Male,FALSE,3.38,Business,Hispanic,730,6,Investment Management,NA
3123,Male,TRUE,3.09,Humanities,NA,610,4,Other,NA
3124,Female,TRUE,3.31,Humanities,NA,600,6,PE/VC,NA
3125,Male,FALSE,3.32,STEM,Black,680,6,Health Care,NA
3126,Male,TRUE,3.28,STEM,NA,680,6,PE/VC,NA
3127,Male,FALSE,3.44,Humanities,White,660,5,Consulting,NA
3128,Female,FALSE,3.28,STEM,Asian,640,4,Consulting,NA
3129,Female,FALSE,3.11,Humanities,White,600,5,Investment Banking,NA
3130,Female,TRUE,3.11,Business,NA,600,5,Consulting,NA
3131,Male,FALSE,3.13,Humanities,Black,600,4,Investment Banking,NA
3132,Male,FALSE,3.35,Business,Black,670,5,Nonprofit/Gov,NA
3133,Male,FALSE,3.28,Humanities,Asian,630,5,Consulting,NA
3134,Male,TRUE,3.2,Business,NA,640,4,PE/VC,NA
3135,Female,TRUE,3.07,Humanities,NA,660,6,Other,NA
3136,Female,FALSE,3.39,Humanities,White,670,5,Investment Management,NA
3137,Male,FALSE,3.22,Business,White,610,7,Consulting,NA
3138,Male,FALSE,3.37,STEM,Black,650,7,Consulting,NA
3139,Male,FALSE,3.24,STEM,Asian,730,5,Technology,NA
3140,Male,TRUE,3.14,STEM,NA,600,6,Real Estate,NA
3141,Female,FALSE,3.22,Business,White,600,7,Technology,NA
3142,Female,FALSE,3.14,Business,Black,570,5,PE/VC,NA
3143,Male,TRUE,3.13,Humanities,NA,610,7,Other,NA
3144,Male,FALSE,3.29,Humanities,Asian,700,5,PE/VC,NA
3145,Male,FALSE,3.48,STEM,Black,720,5,Financial Services,NA
3146,Male,FALSE,3.26,Business,White,700,6,Health Care,NA
3147,Male,FALSE,3.18,Business,Black,700,4,Consulting,NA
3148,Male,TRUE,3.37,STEM,NA,760,4,Other,NA
3149,Male,FALSE,3.22,STEM,White,620,5,Consulting,NA
3150,Male,TRUE,3.07,Business,NA,570,5,PE/VC,NA
3151,Male,FALSE,3.14,STEM,Black,570,6,Investment Banking,NA
3152,Male,TRUE,3.41,Humanities,NA,770,5,Investment Management,NA
3153,Male,FALSE,3.45,Humanities,Hispanic,730,5,Other,Admit
3154,Female,FALSE,3.14,Business,White,620,5,PE/VC,NA
3155,Female,FALSE,3.06,Humanities,Asian,650,6,Consulting,NA
3156,Female,TRUE,3.38,Business,NA,770,5,PE/VC,NA
3157,Male,FALSE,3.14,STEM,Black,630,5,Financial Services,NA
3158,Male,FALSE,3.25,Business,Hispanic,620,5,Nonprofit/Gov,NA
3159,Female,FALSE,3.34,Humanities,Black,710,6,Retail,Admit
3160,Male,FALSE,3.45,Humanities,Black,660,4,Technology,NA
3161,Male,TRUE,3.11,Humanities,NA,680,5,Consulting,NA
3162,Male,FALSE,3.33,Humanities,White,710,6,Real Estate,Admit
3163,Male,TRUE,3.12,Humanities,NA,610,4,Retail,NA
3164,Male,FALSE,3.08,Business,Hispanic,600,6,Investment Banking,NA
3165,Male,FALSE,2.95,Business,White,570,6,Financial Services,NA
3166,Male,FALSE,3.24,Humanities,Asian,640,6,Financial Services,NA
3167,Female,FALSE,3.53,STEM,White,690,6,CPG,Admit
3168,Male,TRUE,3.39,STEM,NA,680,5,Health Care,Admit
3169,Female,FALSE,3.42,Humanities,Asian,780,3,Financial Services,NA
3170,Male,FALSE,3.39,Humanities,White,680,5,Nonprofit/Gov,Admit
3171,Male,FALSE,3.5,Business,White,670,5,Consulting,NA
3172,Male,FALSE,3.37,Humanities,White,660,5,Financial Services,Admit
3173,Male,FALSE,3.2,Business,White,640,6,Consulting,NA
3174,Female,TRUE,3.39,STEM,NA,670,6,Investment Banking,NA
3175,Male,FALSE,3.34,Humanities,White,650,4,Consulting,NA
3176,Male,FALSE,3.17,STEM,White,650,4,Nonprofit/Gov,NA
3177,Female,FALSE,3.51,Business,Hispanic,680,6,Real Estate,Admit
3178,Female,TRUE,3.36,Business,NA,640,6,Health Care,NA
3179,Female,TRUE,3.35,STEM,NA,710,6,PE/VC,NA
3180,Female,TRUE,3.27,STEM,NA,610,5,Retail,NA
3181,Female,FALSE,3.39,Business,Black,660,6,Consulting,Admit
3182,Male,FALSE,3.18,Business,Black,660,4,Other,NA
3183,Male,TRUE,3.47,STEM,NA,650,5,Consulting,NA
3184,Male,FALSE,3.21,Humanities,Asian,690,5,Technology,Admit
3185,Female,FALSE,3.23,Humanities,Other,670,6,Consulting,Admit
3186,Male,FALSE,3.14,STEM,Hispanic,640,5,Energy,NA
3187,Male,FALSE,3.48,Business,Asian,670,5,Consulting,NA
3188,Male,FALSE,3.2,Business,Hispanic,650,3,Consulting,NA
3189,Male,FALSE,3.21,Humanities,White,650,6,Health Care,NA
3190,Female,FALSE,3.14,STEM,White,590,7,Consulting,NA
3191,Male,TRUE,3.2,Business,NA,570,5,Investment Banking,NA
3192,Female,TRUE,3.29,Humanities,NA,660,6,Consulting,NA
3193,Male,FALSE,3.1,Humanities,Asian,580,5,Other,NA
3194,Male,FALSE,3.29,Business,Black,650,5,PE/VC,NA
3195,Female,FALSE,3.25,Business,Asian,640,6,Technology,NA
3196,Male,FALSE,3.08,STEM,Asian,630,6,PE/VC,NA
3197,Female,TRUE,3.32,STEM,NA,640,4,PE/VC,NA
3198,Female,FALSE,3.01,Humanities,Asian,580,6,Investment Banking,NA
3199,Male,FALSE,3.23,Humanities,Black,650,5,CPG,NA
3200,Male,TRUE,3.14,Humanities,NA,630,5,PE/VC,NA
3201,Male,TRUE,3.26,STEM,NA,760,4,Real Estate,NA
3202,Male,TRUE,3.23,Humanities,NA,730,5,Investment Banking,NA
3203,Male,TRUE,3.4,Humanities,NA,660,7,Nonprofit/Gov,NA
3204,Male,FALSE,3.31,Business,Other,650,5,Nonprofit/Gov,NA
3205,Male,FALSE,3.42,Humanities,Hispanic,570,6,PE/VC,NA
3206,Female,FALSE,3.27,Business,White,760,6,Consulting,NA
3207,Female,TRUE,3.41,Humanities,NA,710,3,PE/VC,NA
3208,Female,TRUE,3.52,Humanities,NA,670,7,Consulting,Admit
3209,Male,FALSE,3.08,Business,Black,650,4,Health Care,NA
3210,Female,FALSE,3.22,STEM,Asian,620,5,Real Estate,NA
3211,Male,FALSE,3.14,Humanities,Hispanic,600,3,Investment Banking,NA
3212,Female,FALSE,3.44,Business,Asian,700,5,Investment Banking,NA
3213,Female,TRUE,3.19,Humanities,NA,590,5,Technology,NA
3214,Male,FALSE,3.24,Humanities,Black,630,5,Nonprofit/Gov,NA
3215,Female,FALSE,3.56,Business,Asian,720,4,PE/VC,Admit
3216,Female,FALSE,3.46,Business,Black,690,5,Consulting,NA
3217,Female,TRUE,3.15,Business,NA,630,3,CPG,NA
3218,Male,FALSE,3.33,Humanities,White,620,5,Investment Management,NA
3219,Male,FALSE,3.28,STEM,Other,660,6,PE/VC,Waitlist
3220,Male,FALSE,3.27,Humanities,Hispanic,690,5,Technology,NA
3221,Female,FALSE,3,Humanities,Black,610,7,Investment Banking,NA
3222,Female,FALSE,3.37,Humanities,Asian,680,4,Health Care,Admit
3223,Female,FALSE,3.55,Humanities,Black,630,5,PE/VC,NA
3224,Male,FALSE,3.33,Business,Black,690,4,PE/VC,NA
3225,Male,FALSE,3.42,Humanities,Asian,780,5,Nonprofit/Gov,Admit
3226,Male,TRUE,3.26,Business,NA,580,5,Energy,NA
3227,Female,TRUE,3.39,Business,NA,660,5,Investment Management,Admit
3228,Female,TRUE,3.44,Business,NA,700,4,Investment Banking,NA
3229,Male,FALSE,3.36,Humanities,Black,680,3,Nonprofit/Gov,NA
3230,Female,FALSE,3.12,Humanities,Asian,620,4,Consulting,NA
3231,Female,FALSE,3.46,STEM,Asian,750,3,Investment Management,NA
3232,Female,FALSE,3.35,Humanities,White,700,6,Investment Banking,NA
3233,Male,TRUE,3.27,STEM,NA,640,6,Other,NA
3234,Male,TRUE,2.86,Business,NA,570,5,Consulting,NA
3235,Female,TRUE,3.16,STEM,NA,590,5,Other,NA
3236,Male,FALSE,3.03,Humanities,White,660,6,Nonprofit/Gov,NA
3237,Male,FALSE,3.15,Humanities,White,580,6,Consulting,NA
3238,Male,FALSE,3.29,Business,White,620,6,Consulting,NA
3239,Female,TRUE,3.59,Business,NA,770,6,Consulting,Admit
3240,Male,FALSE,3.39,Humanities,White,660,4,Consulting,NA
3241,Male,FALSE,3.42,Humanities,White,670,6,Media/Entertainment,NA
3242,Male,TRUE,3.11,STEM,NA,680,4,Investment Banking,NA
3243,Male,FALSE,3.24,STEM,White,640,5,Investment Banking,NA
3244,Male,FALSE,3.21,Humanities,Asian,690,4,Technology,NA
3245,Male,FALSE,3.19,STEM,Asian,720,5,PE/VC,NA
3246,Male,FALSE,3.42,Business,White,630,4,Consulting,NA
3247,Female,FALSE,3.2,Humanities,Asian,650,5,Other,NA
3248,Male,FALSE,3.35,STEM,White,650,7,Investment Banking,NA
3249,Male,FALSE,3.06,Business,White,570,6,Nonprofit/Gov,NA
3250,Male,TRUE,3.2,Business,NA,690,4,Consulting,NA
3251,Male,FALSE,3.06,STEM,White,580,5,Technology,NA
3252,Female,FALSE,3.27,Business,Hispanic,680,4,Nonprofit/Gov,NA
3253,Male,FALSE,3.27,Humanities,White,730,6,Investment Banking,Admit
3254,Female,FALSE,3.33,STEM,Hispanic,680,5,Investment Banking,Admit
3255,Female,FALSE,3.27,Business,Hispanic,720,5,PE/VC,Admit
3256,Female,TRUE,3.31,Business,NA,670,6,Investment Banking,Admit
3257,Male,TRUE,3.15,Business,NA,640,3,CPG,NA
3258,Female,TRUE,3.41,STEM,NA,680,4,PE/VC,NA
3259,Male,FALSE,3.32,Business,Other,640,6,Consulting,NA
3260,Male,FALSE,3.36,Business,White,680,3,PE/VC,NA
3261,Male,TRUE,3.28,Business,NA,670,5,Financial Services,NA
3262,Male,FALSE,3.07,Humanities,Asian,570,5,Consulting,NA
3263,Male,TRUE,3.55,Humanities,NA,690,4,PE/VC,NA
3264,Male,FALSE,3.45,STEM,White,700,7,Retail,NA
3265,Male,TRUE,3.36,Business,NA,670,5,Health Care,Waitlist
3266,Male,FALSE,3.08,STEM,Black,640,7,Financial Services,NA
3267,Male,FALSE,3.48,Humanities,White,750,5,Consulting,NA
3268,Male,TRUE,3.19,STEM,NA,680,3,Nonprofit/Gov,NA
3269,Female,FALSE,2.89,Humanities,Black,580,6,Financial Services,NA
3270,Male,FALSE,3.3,Humanities,White,650,4,Other,NA
3271,Female,FALSE,3.32,STEM,Asian,690,4,Nonprofit/Gov,NA
3272,Female,TRUE,3.36,Business,NA,720,5,Nonprofit/Gov,NA
3273,Female,FALSE,3.04,Business,Black,570,5,Technology,NA
3274,Male,FALSE,3.17,STEM,Asian,630,4,Consulting,NA
3275,Male,FALSE,3.27,Business,Asian,610,4,Consulting,NA
3276,Male,FALSE,3.25,STEM,Black,630,3,Consulting,NA
3277,Male,FALSE,3.25,Business,White,610,4,Consulting,NA
3278,Male,FALSE,3.24,STEM,Asian,680,4,Financial Services,NA
3279,Male,FALSE,3.14,STEM,Hispanic,620,6,Other,NA
3280,Male,TRUE,3.27,STEM,NA,780,4,Consulting,Admit
3281,Male,FALSE,3.31,Business,Black,780,4,Technology,Waitlist
3282,Male,FALSE,3.25,Humanities,Black,620,7,Health Care,NA
3283,Female,TRUE,3.01,Business,NA,660,6,Financial Services,NA
3284,Male,TRUE,3.35,Humanities,NA,600,5,Other,NA
3285,Male,FALSE,3.08,Humanities,Hispanic,660,5,Health Care,NA
3286,Male,FALSE,3.27,Humanities,Asian,620,6,Financial Services,NA
3287,Female,FALSE,3.12,STEM,White,570,3,Nonprofit/Gov,NA
